index,date,year,month,day,meantemp
1272,2016-06-25,2016,June,25,35.4285714285714
1273,2016-06-26,2016,June,26,34.8666666666667
1274,2016-06-27,2016,June,27,34.3125
1275,2016-06-28,2016,June,28,30.7857142857143
1276,2016-06-29,2016,June,29,35.375
1277,2016-06-30,2016,June,30,35.4666666666667
1278,2016-07-01,2016,July,1,32.125
1279,2016-07-02,2016,July,2,28.4
1280,2016-07-03,2016,July,3,29.5625
1281,2016-07-04,2016,July,4,30.6875
1282,2016-07-05,2016,July,5,33.25
1283,2016-07-06,2016,July,6,33.2666666666667
1284,2016-07-07,2016,July,7,33.5
1285,2016-07-08,2016,July,8,30.8
1286,2016-07-09,2016,July,9,33.25
1287,2016-07-10,2016,July,10,32.5625
1288,2016-07-11,2016,July,11,31.5
1289,2016-07-12,2016,July,12,30.5
1290,2016-07-13,2016,July,13,31.25
1291,2016-07-14,2016,July,14,30.4375
1292,2016-07-15,2016,July,15,31
1293,2016-07-16,2016,July,16,27.125
1294,2016-07-17,2016,July,17,28.125
1295,2016-07-18,2016,July,18,27.6666666666667
1296,2016-07-19,2016,July,19,32.3125
1297,2016-07-20,2016,July,20,34.1875
1298,2016-07-21,2016,July,21,34.1333333333333
1299,2016-07-22,2016,July,22,34.125
1300,2016-07-23,2016,July,23,31.875
1301,2016-07-24,2016,July,24,31.4375
1302,2016-07-25,2016,July,25,31.9375
1303,2016-07-26,2016,July,26,30.3125
1304,2016-07-27,2016,July,27,28.3125
1305,2016-07-28,2016,July,28,29.5333333333333
1306,2016-07-29,2016,July,29,27.375
1307,2016-07-30,2016,July,30,27.3333333333333
1308,2016-07-31,2016,July,31,29.2666666666667
1309,2016-08-01,2016,Aug,1,29.125
1310,2016-08-02,2016,Aug,2,30.6875
1311,2016-08-03,2016,Aug,3,32.5625
1312,2016-08-04,2016,Aug,4,33.1111111111111
1313,2016-08-05,2016,Aug,5,33.8
1314,2016-08-06,2016,Aug,6,30.0666666666667
1315,2016-08-07,2016,Aug,7,33.1176470588235
1316,2016-08-08,2016,Aug,8,33.8095238095238
1317,2016-08-09,2016,Aug,9,31.6153846153846
1318,2016-08-10,2016,Aug,10,32
1319,2016-08-11,2016,Aug,11,28.1071428571429
1320,2016-08-12,2016,Aug,12,29.0357142857143
1321,2016-08-13,2016,Aug,13,30.3214285714286
1322,2016-08-14,2016,Aug,14,28.9333333333333
1323,2016-08-15,2016,Aug,15,31.6785714285714
1324,2016-08-16,2016,Aug,16,31.3333333333333
1325,2016-08-17,2016,Aug,17,29.9285714285714
1326,2016-08-18,2016,Aug,18,29.8888888888889
1327,2016-08-19,2016,Aug,19,32.0714285714286
1328,2016-08-20,2016,Aug,20,33.1851851851852
1329,2016-08-21,2016,Aug,21,31.5925925925926
1330,2016-08-22,2016,Aug,22,32.1851851851852
1331,2016-08-23,2016,Aug,23,31.48
1332,2016-08-24,2016,Aug,24,30.1785714285714
1333,2016-08-25,2016,Aug,25,31.52
1334,2016-08-26,2016,Aug,26,31.2222222222222
1335,2016-08-27,2016,Aug,27,31.7857142857143
1336,2016-08-28,2016,Aug,28,33.4
1337,2016-08-29,2016,Aug,29,29.5714285714286
1338,2016-08-30,2016,Aug,30,30.04
1339,2016-08-31,2016,Aug,31,27.2592592592593
1340,2016-09-01,2016,Sept,1,27.96
1341,2016-09-02,2016,Sept,2,30.7391304347826
1342,2016-09-03,2016,Sept,3,30.8947368421053
1343,2016-09-04,2016,Sept,4,31.6923076923077
1344,2016-09-05,2016,Sept,5,31.0769230769231
1345,2016-09-06,2016,Sept,6,30.375
1346,2016-09-07,2016,Sept,7,31.1
1347,2016-09-08,2016,Sept,8,31.9166666666667
1348,2016-09-09,2016,Sept,9,30.5555555555556
1349,2016-09-10,2016,Sept,10,31.2307692307692
1350,2016-09-11,2016,Sept,11,31
1351,2016-09-12,2016,Sept,12,31.6428571428571
1352,2016-09-13,2016,Sept,13,32.5333333333333
1353,2016-09-14,2016,Sept,14,30.8571428571429
1354,2016-09-15,2016,Sept,15,31.7272727272727
1355,2016-09-16,2016,Sept,16,31.4
1356,2016-09-17,2016,Sept,17,32.3076923076923
1357,2016-09-18,2016,Sept,18,32.25
1358,2016-09-19,2016,Sept,19,32.375
1359,2016-09-20,2016,Sept,20,33.4444444444444
1360,2016-09-21,2016,Sept,21,33.36
1361,2016-09-22,2016,Sept,22,30.037037037037
1362,2016-09-23,2016,Sept,23,31
1363,2016-09-24,2016,Sept,24,31.24
1364,2016-09-25,2016,Sept,25,31.1304347826087
1365,2016-09-26,2016,Sept,26,31.48
1366,2016-09-27,2016,Sept,27,32.1851851851852
1367,2016-09-28,2016,Sept,28,32.44
1368,2016-09-29,2016,Sept,29,32.2272727272727
1369,2016-09-30,2016,Sept,30,32.2142857142857
1370,2016-10-01,2016,Oct,1,32.5416666666667
1371,2016-10-02,2016,Oct,2,32.8148148148148
1372,2016-10-03,2016,Oct,3,33.2692307692308
1373,2016-10-04,2016,Oct,4,30.5555555555556
1374,2016-10-05,2016,Oct,5,28.8333333333333
1375,2016-10-06,2016,Oct,6,30.7037037037037
1376,2016-10-07,2016,Oct,7,30.96
1377,2016-10-08,2016,Oct,8,30.6
1378,2016-10-09,2016,Oct,9,30.92
1379,2016-10-10,2016,Oct,10,29.7777777777778
1380,2016-10-11,2016,Oct,11,29.6666666666667
1381,2016-10-12,2016,Oct,12,29.5714285714286
1382,2016-10-13,2016,Oct,13,29.962962962963
1383,2016-10-14,2016,Oct,14,29.75
1384,2016-10-15,2016,Oct,15,27.7407407407407
1385,2016-10-16,2016,Oct,16,28.4285714285714
1386,2016-10-17,2016,Oct,17,28.6
1387,2016-10-18,2016,Oct,18,28.5
1388,2016-10-19,2016,Oct,19,28.9259259259259
1389,2016-10-20,2016,Oct,20,29.0769230769231
1390,2016-10-21,2016,Oct,21,28.4090909090909
1391,2016-10-22,2016,Oct,22,29.3333333333333
1392,2016-10-23,2016,Oct,23,27.5
1393,2016-10-24,2016,Oct,24,28.5
1394,2016-10-25,2016,Oct,25,28.04
1395,2016-10-26,2016,Oct,26,27.5769230769231
1396,2016-10-27,2016,Oct,27,26.5555555555556
1397,2016-10-28,2016,Oct,28,25.5185185185185
1398,2016-10-29,2016,Oct,29,25.8148148148148
1399,2016-10-30,2016,Oct,30,24.8260869565217
1400,2016-10-31,2016,Oct,31,24.5384615384615
1401,2016-11-01,2016,Nov,1,24.3846153846154
1402,2016-11-02,2016,Nov,2,23.7272727272727
1403,2016-11-03,2016,Nov,3,25.64
1404,2016-11-04,2016,Nov,4,24.8148148148148
1405,2016-11-05,2016,Nov,5,23.1153846153846
1406,2016-11-06,2016,Nov,6,22.9259259259259
1407,2016-11-07,2016,Nov,7,24.5454545454545
1408,2016-11-08,2016,Nov,8,23.7307692307692
1409,2016-11-09,2016,Nov,9,23
1410,2016-11-10,2016,Nov,10,23.5185185185185
1411,2016-11-11,2016,Nov,11,23.92
1412,2016-11-12,2016,Nov,12,23.5384615384615
1413,2016-11-13,2016,Nov,13,24.2962962962963
1414,2016-11-14,2016,Nov,14,23.3461538461538
1415,2016-11-15,2016,Nov,15,22.24
1416,2016-11-16,2016,Nov,16,21.7692307692308
1417,2016-11-17,2016,Nov,17,21.7307692307692
1418,2016-11-18,2016,Nov,18,21.7307692307692
1419,2016-11-19,2016,Nov,19,20.6666666666667
1420,2016-11-20,2016,Nov,20,22.25
1421,2016-11-21,2016,Nov,21,21.5384615384615
1422,2016-11-22,2016,Nov,22,22.578947368421
1423,2016-11-23,2016,Nov,23,22.8260869565217
1424,2016-11-24,2016,Nov,24,21.4210526315789
1425,2016-11-25,2016,Nov,25,23.6
1426,2016-11-26,2016,Nov,26,24.2941176470588
1427,2016-11-27,2016,Nov,27,23.6363636363636
1428,2016-11-28,2016,Nov,28,22.4545454545455
1429,2016-11-29,2016,Nov,29,21.6111111111111
1430,2016-11-30,2016,Nov,30,19.8695652173913
1431,2016-12-01,2016,Dec,1,19.75
1432,2016-12-02,2016,Dec,2,19.2083333333333
1433,2016-12-03,2016,Dec,3,21.2083333333333
1434,2016-12-04,2016,Dec,4,18.9
1435,2016-12-05,2016,Dec,5,18.6363636363636
1436,2016-12-06,2016,Dec,6,18.5384615384615
1437,2016-12-07,2016,Dec,7,18.25
1438,2016-12-08,2016,Dec,8,16.9
1439,2016-12-09,2016,Dec,9,19.4166666666667
1440,2016-12-10,2016,Dec,10,16.4444444444444
1441,2016-12-11,2016,Dec,11,20.0416666666667
1442,2016-12-12,2016,Dec,12,19.9090909090909
1443,2016-12-13,2016,Dec,13,19.05
1444,2016-12-14,2016,Dec,14,18.5555555555556
1445,2016-12-15,2016,Dec,15,18.1666666666667
1446,2016-12-16,2016,Dec,16,15.8333333333333
1447,2016-12-17,2016,Dec,17,17.5
1448,2016-12-18,2016,Dec,18,16.0833333333333
1449,2016-12-19,2016,Dec,19,17.8571428571429
1450,2016-12-20,2016,Dec,20,19.8
1451,2016-12-21,2016,Dec,21,18.05
1452,2016-12-22,2016,Dec,22,17.2857142857143
1453,2016-12-23,2016,Dec,23,15.55
1454,2016-12-24,2016,Dec,24,17.3181818181818
1455,2016-12-25,2016,Dec,25,14
1456,2016-12-26,2016,Dec,26,17.1428571428571
1457,2016-12-27,2016,Dec,27,16.85
1458,2016-12-28,2016,Dec,28,17.2173913043478
1459,2016-12-29,2016,Dec,29,15.2380952380952
1460,2016-12-30,2016,Dec,30,14.0952380952381
1461,2016-12-31,2016,Dec,31,15.0526315789474
